,index,tweet_id
1784,51,1249400532826853376
1786,51,1249390457857032192
1787,51,1249389635287080960
1791,51,1249374981642952704
1792,51,1249373119480913920
1794,51,1249370235569922053
1800,188,1243924088478990336
1808,593,1255398426117840901
1811,593,1254743745834225666
1814,593,1254278341017907200
1818,593,1253289150649905152
1826,593,1252771629576466432
1829,593,1252233861838155777
1830,593,1252159223183466497
1831,593,1251949926298288134
1834,593,1251642690904698880
1836,593,1251228298799124482
1837,593,1251154031600259079
1842,593,1250390209495269378
1844,593,1250325571348787203
1845,593,1250189163342843908
1847,593,1250062555072155657
1848,593,1249649022463246336
1850,593,1249385686203011075
1851,593,1249321462307094529
1852,593,1249128225470648321
1853,593,1249105571766243337
1854,593,1249103678574919681
1856,593,1248384345041014785
1858,593,1248241768472199170
1859,593,1248001090924285952
1860,593,1247991628725288960
1861,593,1247884061600669698
1862,593,1247867794831609857
1863,593,1247750246983065600
1864,593,1247748660554633216
1865,593,1247540301821923334
1866,593,1247492189128732677
1867,593,1247481672628457472
1868,593,1247165411734335493
1869,593,1247157547032809472
1870,593,1247047023733485568
1871,593,1247045222560944129
1872,593,1247044812232167426
1873,593,1246994373096636418
1874,593,1246913169802526720
1875,593,1246877340363304962
1876,593,1246836751936696321
1878,593,1246758187241558017
1879,593,1246719463887704065
1881,593,1246542258112827397
1882,593,1246495835833143304
1883,593,1246495269304311809
1884,593,1246494503923585031
1886,593,1246144266335903746
1888,593,1246074101984161792
1890,593,1245782755130003456
1891,593,1245720152190210059
1892,593,1245707588123099140
1895,593,1245342665857806336
1896,593,1245335823278575618
1900,593,1245150540159385604
1901,593,1245123890021621761
1902,593,1245085300553998336
1903,593,1245084569205792768
1905,593,1245072133920866312
1908,593,1245017938056351744
1909,593,1244982404936318980
1912,593,1244424575854796800
1913,593,1244413026192719872
1914,593,1244006581760602112
1917,593,1243193552517115904
1918,593,1242859579828047876
1919,593,1242812960680132609
1920,593,1242812230825136128
1921,593,1242735226373025792
1924,593,1242558819428950017
1926,593,1242489418528808960
1931,593,1242170560685076480
1932,593,1242052991772954629
1933,593,1241844985156304898
1934,593,1241640549284818944
1937,593,1241597996254613504
1942,593,1241273429791105024
1943,593,1241219549011169280
1944,593,1241054414305189888
1945,593,1241039308246650882
1946,593,1240876386698608642
1947,593,1240857907312246786
1949,593,1240684779076550657
1950,593,1240671623687966720
1951,593,1240637075818524674
1952,593,1240566479935942657
1953,593,1240441546253586432
1954,593,1240436578268221440
1955,593,1240327971505868805
1962,593,1240046261568331776
1965,593,1239970706953134082
1966,593,1239920390677254146
1967,593,1239920196812328960
1970,593,1239858234044952577
1971,593,1239846451137654784
1972,593,1239656631039909898
1973,593,1239656605412622338
1974,593,1239656579705823234
1975,593,1239656553558532097
1976,593,1239655492751732743
1977,593,1239649900922417156
1978,593,1239647013026725888
1979,593,1239602849543266307
1980,593,1239521382825750528
1983,593,1239281735390523392
1984,593,1239232134830788609
1987,593,1239168092787355648
1988,593,1239153848532570113
1989,593,1239017876910006277
1990,593,1239017808568041472
1998,593,1238759326639984641
1999,593,1238677647023943680
2000,593,1238675973161332736
2001,593,1238612223032885249
2011,593,1238125114119553024
2014,593,1237769138476584962
2016,593,1237616485968691201
2017,593,1237504874876522497
2018,593,1237370131006787587
2019,593,1237000651512651778
2022,593,1236891943797272577
2026,593,1236242179657314304
2027,593,1236118587913326592
2029,593,1235339335395954688
2031,593,1234244547116503040
2032,593,1234169086663372800
2034,593,1233670767608500224
2035,593,1233520679879938048
2038,593,1232377254832791553
2040,593,1231673098056994816
2041,593,1231602135139258371
2042,593,1231522054677000192
2043,593,1231110505785225217
2044,593,1230930046942162944
2047,593,1230164400797093888
2048,593,1229857811519197184
2052,593,1229047941395963904
2054,593,1228355068170125312
2055,593,1227836044474822657
2056,593,1227820902403829761
2058,593,1227662163231330305
2060,593,1227643662844276743
2061,593,1227629909109039104
2063,593,1227459200525230081
2064,593,1227448616668815362
2066,593,1227425659317706752
2067,593,1227363979430789121
2070,593,1227169744907689984
2071,593,1227165780816449536
2072,593,1227163227244593152
2073,593,1227151691994353666
2074,593,1227132922085269504
2075,593,1227110255680577537
2076,593,1227092424704446464
2079,593,1226863849510322178
2080,593,1226804022360731648
2081,593,1226649378233950211
2082,593,1226460538705731584
2083,593,1226457823892197376
2084,593,1226456013961912320
2085,593,1226360844394647553
2087,593,1226281381287718917
2088,593,1226262237255553024
2091,593,1226238265122004993
2093,593,1226208808638263298
2094,593,1226029946830589952
2095,593,1225966883670765570
2097,593,1225793019519086593
2100,593,1225654316087726080
2101,593,1225377205351399424
2102,593,1225337842894663680
2103,593,1225205560796073985
2105,593,1225099065530015745
2107,593,1224734809341206534
2108,593,1224728775289724933
2109,593,1224713851184259072
2111,593,1224634076016996352
2115,593,1224522049026002944
2118,593,1224406292850233345
2119,593,1224376778166358020
2120,593,1224369934987169792
2121,593,1224226490721689600
2122,593,1224204613278224385
2123,593,1223922188832559105
2124,593,1223866149185773569
2125,593,1223691686636707840
2126,593,1223597061498499072
2127,593,1223554099460943872
2128,593,1223538398562078721
2129,593,1223475071194238976
2132,593,1223100213910331392
2133,593,1223084950460735489
2134,593,1223025880848420864
2137,593,1222853232814444552
2139,593,1222164942528434176
2141,593,1222064987977461760
2142,593,1222039683359805446
2144,593,1221983672473014272
2146,593,1221910376922656770
2147,593,1221904619263209472
2148,593,1221900853554089990
2149,593,1221891171024363520
2150,593,1221886208030187520
2151,593,1221882525418754049
2152,593,1221820216436502528
2153,593,1221819681553575936
2155,593,1221799275757219840
2156,593,1221797755045085186
2157,593,1221786354943700992
2159,593,1221712532739514368
2160,593,1221708744699965440
2161,593,1221668729877983233
2162,593,1221666439490236417
2163,593,1221276550156259330
2164,593,1221271065365639168
2165,593,1221165905742159872
2166,593,1221144502473195520
2167,593,1221141190835343360
2168,610,1250988725443743745
2169,610,1240401221980164097
2170,610,1239884102859456512
2171,610,1239883922147880962
2172,610,1239883308848349189
2173,610,1237910281977765888
2174,610,1234150157962424320
2176,610,1229077661038735360
2183,570,1240400879741796358
2184,570,1240397338704822272
2185,570,1240396079952211968
2187,570,1232147895555629056
2189,570,1231641741284954112
2190,570,1228547800738279424
2191,570,1225569681932791808
2192,570,1224801039775358978
2193,570,1224529802109030400
2194,570,1224520461184311296
2195,570,1224416661014568960
2196,570,1224344537490972673
2198,570,1224254842677403653
2203,570,1223801734985728000
2205,570,1223757355898171392
2206,570,1223751617545228288
2207,570,1223749092293083139
2212,548,1249744750363709441
2215,548,1249668820874248192
2217,548,1248339824580407298
2233,548,1242453443056459777
2236,548,1241795224092979201
2238,548,1241451982520569862
2245,548,1240151344918532096
2246,548,1240151242015457280
2247,548,1240150776401539074
2248,548,1240150034257268737
2249,548,1239899590184382469
2250,548,1239634305111986178
2251,548,1239633680752140288
2252,548,1239632989098819586
2253,548,1239631449126469632
2254,548,1239569236957245442
2255,548,1239464361493577729
2256,548,1239463941173985280
2257,548,1239006941617295360
2258,548,1238372688713973762
2261,548,1237073613955706880
2262,548,1237072780140707840
2264,548,1236763444478705664
2265,548,1236330080504369152
2266,548,1235996694493319168
2267,548,1235987043865387009
2268,548,1235807499951001600
2270,548,1235636877006458882
2272,548,1235247934339534849
2273,548,1234867003829170176
2275,548,1234733131803971584
2276,548,1234719370107949057
2292,548,1233183813276196865
2293,548,1233030202219016192
2295,548,1232824517791297539
2296,548,1232814633486082049
2297,548,1232712116672528385
2298,548,1232705913838088198
2300,548,1232689472694669313
2301,548,1232688300739055616
2302,548,1232668100245544960
2303,548,1232653793394753538
2305,548,1232399930431614976
2306,548,1231074380538466305
2309,548,1229925410508505090
2310,548,1229591698231173120
2312,548,1228375341334437889
2314,548,1228160957794279424
2316,548,1228072153070870528
2317,548,1228026351409680384
2318,548,1227967804550283265
2322,548,1227261762954760192
2323,548,1227148038440808448
2324,548,1226906056544129024
2325,548,1226781915241472006
2326,548,1226663974579490818
2327,548,1226631315149246464
2328,548,1226631278704955392
2329,548,1226565702196383749
2330,548,1226551420494794752
2331,548,1226534749751128064
2332,548,1226510320971153409
2333,548,1226434963551203328
2334,548,1226355526616809473
2335,548,1226248334777520128
2337,548,1226177293695012864
2338,548,1226175369381896195
2339,548,1226170538307047424
2342,548,1226059725797593088
2343,548,1225985125956980736
2344,548,1225973641759903746
2345,548,1225964380434550790
2352,548,1225901850681057280
2353,548,1225885575217061888
2354,548,1225884951192584192
2356,548,1225852727898648577
2357,548,1225850371572142087
2358,548,1225849811431284736
2361,548,1225841915071025153
2362,548,1225840846613950465
2363,548,1225838501314338816
2364,548,1225835983427559426
2365,548,1225831446830551040
2366,548,1225828549170515968
2367,548,1225826432615579648
2368,548,1225825837879943173
2369,548,1225824417571311616
2370,548,1225820496203337734
2371,548,1225819576627318784
2373,548,1225817359384039425
2375,548,1225812447514243076
2377,548,1225807299417190400
2378,548,1225803937065979905
2380,548,1225803495996973056
2382,548,1225800016222195712
2383,548,1225799754539364353
2385,548,1225786916907384832
2386,548,1225785875285540864
2387,548,1225785675166949377
2388,548,1225784543497654273
2389,548,1225776958094573568
2390,548,1225775441430110209
2391,548,1225773136081309696
2393,548,1225500186421735425
2394,548,1224993453504786432
2395,548,1224711223180218371
2396,548,1224553654151041030
2397,548,1224283908134572032
2399,548,1223913774534537216
2401,548,1223671623766683651
2402,548,1223456034871808000
2404,548,1223177081854533633
2405,548,1223063672546844673
2406,548,1222982179640225792
2407,548,1222898890266988548
2408,548,1222874912395878401
2409,548,1222853567591145472
2411,548,1222625757131878403
2412,548,1222625672654413825
2414,548,1222500942232330240
2415,548,1222423066254499840
2416,548,1222401821232201728
2417,548,1222359677096337414
2418,548,1222270711915601927
2420,548,1222240304528613376
2421,548,1222237576926564353
2422,548,1222236206278246405
2423,548,1222232133026111488
2425,548,1222225100847616003
2428,548,1222201225892040704
2429,548,1222193777189773312
2431,548,1222188556174741504
2432,548,1222186174825013250
2433,548,1222176816993046528
2435,548,1222158420603801606
2436,548,1222119469666881536
2443,548,1222031937994469377
2444,548,1221969472019410946
2445,548,1221965146215669761
2446,548,1221953790535983104
2448,548,1221918250545696770
2452,548,1221703939805966336
2453,548,1221682241291550721
2454,548,1221637792179970048
2455,548,1221636888139714560
2456,163,1245066389506924548
2457,455,1236518410000846854
2458,455,1236257109693681669
2459,455,1236086027246284802
2460,455,1236085789248966656
2461,455,1236085644079792128
2463,119,1245187384305692673
2464,119,1245025540282736642
2466,496,1241420721525379072
2467,496,1241405994120310784
2468,496,1240860463887458305
2469,496,1239834402303156224
2470,496,1239585061554577408
2471,496,1239510213742428161
2473,496,1239286620404269057
2474,496,1238892718736183296
2475,496,1237014986641166338
2476,496,1236974947655757825
2477,496,1236738788346429440
2479,496,1236477577121935361
2480,496,1236461711579926528
2481,496,1236441973768118272
2482,496,1236417415807811584
2483,496,1236302922209611776
2484,496,1236262475730952193
2485,496,1236216220971438082
2486,496,1236201076803551232
2487,496,1236198647022227456
2488,496,1236168486063427585
2489,496,1236164014649905152
2490,496,1236145998277181441
2491,496,1236127891605221386
2492,496,1236127657328177152
2493,496,1236099987374854144
2494,496,1236099964888969217
2495,496,1236099029571751937
2497,496,1236082287248203778
2498,496,1236077502142898176
2499,496,1236072196490977280
2500,496,1236068597606178816
2501,496,1236067694371147777
2502,496,1236064769229983749
2503,496,1236053736658624512
2504,496,1236044598297804800
2505,496,1236029599852748800
2506,496,1236011440630149120
2507,496,1235993826906361856
2508,496,1235992277605961728
2510,496,1235979792643551232
2511,496,1235978911479001089
2512,496,1235965614818091009
2513,496,1235965429039812608
2514,496,1235961538432741377
2515,496,1235957569102872577
2516,496,1235950984649564163
2517,496,1235947298313527297
2518,496,1235946287083614208
2519,496,1235934477492170752
2520,496,1235928158638977026
2521,496,1235927049543401472
2522,496,1235925866783203328
2523,496,1235925660184367106
2524,496,1235921936691023872
2525,496,1235916897046036480
2526,496,1235914471576608771
2527,496,1235905596764770305
2528,496,1235900227892068352
2529,496,1235885070482718721
2530,496,1235882618576486400
2531,496,1235879838038163456
2532,496,1235875678383308802
2534,496,1235860269294686211
2535,496,1235855824779526144
2536,496,1235848750439915520
2537,496,1235830259347361794
2540,496,1235813204942438406
2541,496,1235799763456581632
2542,496,1235795990168236032
2543,496,1235793306736455680
2544,496,1235792782012211200
2545,496,1235779681233907712
2546,496,1235778550692790274
2547,496,1235777336974458881
2548,496,1235776914217938945
2549,496,1235764354676658183
2550,496,1235699303571533824
2551,496,1235148429350834178
2552,496,1235148125880438785
2554,496,1234762799177441280
2555,496,1234683316990660610
2556,496,1234659467913904131
2557,496,1234646290648178688
2558,496,1234640013633216515
2564,496,1234273078689062913
2566,496,1234202912596865024
2567,496,1234184472226082818
2571,496,1234103276326572032
2572,496,1234101718670966784
2573,496,1234101521404448768
2574,496,1234100676319416320
2575,496,1234100124332232704
2576,496,1234099800301240324
2577,496,1234095978229178375
2578,496,1234095024826191878
2579,496,1234094290751512576
2580,496,1234093351667949568
2584,496,1234090018219732993
2586,496,1234089206781108225
2587,496,1234089059305377793
2589,496,1234087846048387074
2590,496,1234086948475588608
2591,496,1234086817646821381
2592,496,1234086049594273792
2593,496,1234085908158173185
2594,496,1234085370557394946
2595,496,1234079482589433856
2596,496,1234077387479973888
2597,496,1234074540919205889
2598,496,1234074397201326082
2599,496,1234074310920286208
2601,496,1234071444520390658
2602,496,1234069114596888577
2603,496,1234068564174233601
2604,496,1234067355417923584
2605,496,1234066600111857664
2606,496,1234065471302848512
2607,496,1234064237800108032
2610,496,1234060518001868800
2611,496,1234059955226976257
2612,496,1234058914284605441
2613,496,1234055320990777350
2614,496,1234053243602210816
2615,496,1234053218054758400
2616,496,1234052780840517633
2619,496,1234040972864098309
2620,496,1234040787895111680
2621,496,1234038925003411456
2622,496,1234037979221393408
2623,496,1234036531410735105
2625,496,1234032721015472128
2626,496,1234032010231984128
2627,496,1234031728970346496
2628,496,1234030802129653761
2630,496,1234029586876436482
2631,496,1234029268050464769
2632,496,1234029267165405185
2633,496,1234025221901996032
2635,496,1234024204309155840
2636,496,1234022624403083265
2640,496,1234017459574890497
2641,496,1234017054342230021
2644,496,1233999193922035712
2645,496,1233998926027599872
2646,496,1233997406745788418
2649,496,1233987920173916163
2650,496,1233987251295617025
2651,496,1233987096756404227
2652,496,1233985711990169600
2654,496,1233984940225613824
2656,496,1233983201812656128
2657,496,1233983059277410304
2658,496,1233980644662878210
2659,496,1233978143666556928
2661,496,1233977630765961216
2668,496,1233970618527289344
2670,496,1233966143381045248
2671,496,1233965995519180800
2672,496,1233965806360449026
2673,496,1233965250292146177
2674,496,1233964953922465792
2680,496,1233962007495241730
2681,496,1233961450886115328
2682,496,1233961118378479616
2683,496,1233960984370405376
2684,496,1233960143072587777
2685,496,1233959989003390976
2686,496,1233959751374913536
2687,496,1233959403751137280
2688,496,1233959104135057408
2693,496,1233956156684546048
2694,496,1233955605565472769
2701,496,1233948249096146944
2704,496,1233946266650005505
2706,496,1233946065759432705
2707,496,1233945090319511553
2708,496,1233944886476509184
2710,496,1233942754188767233
2711,496,1233941724965285888
2712,496,1233941450242613248
2713,496,1233940972477845504
2715,496,1233938633310105601
2716,496,1233937955355549696
2717,496,1233936932574552065
2718,496,1233936760507371521
2720,496,1233935790511656960
2721,496,1233935443843923969
2722,496,1233934885724790784
2723,496,1233933612703240192
2725,496,1233933083067535360
2726,496,1233932921620267009
2729,496,1233931247472087040
2730,496,1233930689537441795
2731,496,1233930547866591232
2733,496,1233926470311055364
2735,496,1233923344862334977
2737,496,1233921781364404224
2738,496,1233921573733773312
2739,496,1233918982027169792
2743,496,1233914860062175232
2744,496,1233913497311776768
2745,496,1233912815938875395
2746,496,1233911862879756288
2749,496,1233905174789443584
2751,496,1233902205205434368
2752,496,1233900784942637057
2754,496,1233900311934382082
2759,496,1233898156456390657
2761,496,1233896383393878017
2764,496,1233895306007281664
2765,496,1233893865708556289
2766,496,1233893263901368322
2767,496,1233891526725578753
2768,496,1233889986291929088
2769,496,1233889674466213888
2771,496,1233889107228622848
2774,496,1233886173283725314
2775,496,1233886086880952321
2777,496,1233885435862159360
2778,496,1233881765615460353
2779,496,1233880156827267072
2780,496,1233879651501645824
2781,496,1233879023333380096
2782,496,1233877732179824640
2783,496,1233877095580864512
2786,496,1233874948172607489
2787,496,1233874253889576965
2788,496,1233873461895761920
2790,496,1233873330698145797
2792,496,1233872458526134272
2793,496,1233870653876469761
2796,496,1233869398701678592
2799,496,1233867213284597760
2800,496,1233864146518757376
2801,496,1233863459001028608
2803,496,1233861791542906880
2804,496,1233861766020554752
2806,496,1233861138435264515
2807,496,1233860237247074304
2808,496,1233860190560292864
2809,496,1233859959168872449
2810,496,1233858811355684864
2811,496,1233856281728995329
2812,496,1233855403588538368
2813,496,1233855302606499848
2817,496,1233851755412279297
2818,496,1233850695742259201
2819,496,1233850265498988544
2820,496,1233849491733860353
2821,496,1233849461203460098
2822,496,1233848237901131780
2823,496,1233847796467486722
2824,496,1233847387321503744
2825,496,1233847139081449472
2828,496,1233845015694147587
2830,496,1233844583458574336
2831,496,1233844450440491010
2833,496,1233843810406240256
2834,496,1233842410247073797
2837,496,1233840156760821760
2838,496,1233839330742820864
2839,496,1233839160940748801
2843,496,1233828068449349632
2844,496,1233828025118027776
2845,496,1233826781112807431
2848,496,1233821778390085632
2849,496,1233820194864320519
2850,496,1233820046138449921
2851,496,1233819877942710272
2853,496,1233819696794865664
2854,496,1233819494541385729
2855,496,1233819268136853505
2856,496,1233818465015914497
2858,496,1233817327558373378
2859,496,1233813847657480193
2860,496,1233813134055485442
2861,496,1233811566430056448
2862,496,1233809853669199872
2864,496,1233806494149246984
2865,496,1233806011804205056
2866,496,1233805403147907073
2867,496,1233803335213301761
2868,496,1233802147260772352
2869,496,1233801605884997632
2870,496,1233798856980271105
2871,496,1233797480178909185
2872,496,1233796229135392768
2874,496,1233793554201370624
2878,496,1233783180802633734
2880,496,1233776384834666496
2881,496,1233776350785417219
2882,496,1233775159947022337
2883,496,1233771043883368448
2885,496,1233763135594516480
2886,496,1233757987912609793
2887,496,1233756759442911232
2888,496,1233746854761902081
2889,496,1233743559532007425
2890,115,1254820527161704448
2893,115,1254503129250361344
2895,115,1254243076345913344
2897,115,1252260339091210240
2898,115,1251830786329886720
2900,115,1251797942643679232
2901,115,1250873255369596933
2902,115,1250840299296837634
2903,115,1250836282722234374
2906,115,1250510614763462656
2907,115,1250502030302547968
2908,115,1250500338307739648
2909,115,1250455580226904064
2910,115,1250401647639048192
2911,115,1250376641714335746
2912,115,1250319657984126981
2913,115,1250296557393469440
2914,115,1250271375874379777
2915,115,1250246421787410434
2916,115,1250240206030045184
2919,115,1250107187072032776
2920,115,1250102758738407424
2921,115,1250092651421958146
2922,115,1250084168941424642
2923,115,1250061432684777474
2924,115,1250057632007827457
2925,115,1250055873508106240
2926,115,1250041866323623936
2930,115,1249985666470932481
2931,115,1249981553364606978
2932,115,1249981014929215488
2934,115,1249964849284567041
2936,115,1249956648405413889
2937,115,1249951438815592448
2938,115,1249917089349021696
2939,115,1249898025327243264
2941,115,1249891454392119296
2943,115,1249869038060285954
2944,115,1249855192272703493
2945,115,1249855024030797830
2946,115,1249837806483935232
2949,115,1249824998858149895
2950,115,1249821053167124480
2951,115,1249815673917890563
2953,115,1249801364059951105
2954,115,1249795632715481090
2955,115,1249786847406022656
2958,115,1249767782347984896
2965,115,1249744273538416641
2966,115,1249743941869568009
2967,115,1249743504198295554
2968,115,1249741715373731840
2970,115,1249736948991721485
2971,115,1249734399014383616
2972,115,1249731864224563200
2973,115,1249731119035092995
2976,115,1249719958357118976
2977,115,1249719737476476928
2978,115,1249717295720665089
2983,115,1249696165962153984
2985,115,1249695208448692226
2986,115,1249692628360323072
2988,115,1249689752154132483
2992,115,1249669438951108611
2993,115,1249665362972590081
2994,115,1249661023067373568
2995,115,1249660823275880448
2996,115,1249656179845992455
2998,115,1249651605273636865
3001,115,1249639324364177409
3007,115,1249626111572619266
3008,115,1249624823183085569
3009,115,1249614117490450432
3010,115,1249608873062752257
3011,115,1249605848223055872
3012,115,1249600813833637893
3013,115,1249600713442893825
3014,115,1249600586426667008
3015,115,1249599375161954305
3016,115,1249599214302027778
3018,115,1249593207102550019
3023,115,1249580886284107776
3025,115,1249571758656466944
3028,115,1249563966902358016
3029,115,1249560669017554944
3031,115,1249539554693935106
3032,115,1249528922527727616
3035,115,1249518601389764608
3036,115,1249514348273455104
3037,115,1249511554048917506
3041,115,1249500981160579074
3045,115,1249490764687695875
3048,115,1249481479790477313
3050,115,1249477960656211980
3053,115,1249465595806076929
3055,115,1249446533575012352
3056,115,1249429045151969285
3057,115,1249426235081592834
3058,115,1249425897549189121
3059,115,1249424671759634433
3060,115,1249407990144385027
3061,115,1249398038394630145
3064,115,1249333855988973571
3065,115,1249251260550844418
3066,115,1247243480574734338
3067,586,1222826687286730752
3068,586,1222602809423597574
3069,586,1222511921795985408
3071,403,1239192274879352833
3072,403,1238978047426138112
3074,65,1249808382397239298
3077,65,1248451742829883392
3078,183,1255527422646198275
3080,183,1246904658389544960
3081,378,1239197320761278464
3082,46,1254083798796513281
3083,46,1251956584386686976
3086,46,1251842910284382208
3087,46,1251841601451802626
3088,46,1251838019214159874
3089,46,1250546675111940097
3091,46,1250474948977713153
3096,46,1250168464259440641
3099,46,1250055979221356545
3101,46,1250053797910437889
3102,46,1249980101485363200
3103,46,1249967337354100736
3105,46,1249920087466729472
3106,46,1249909742736216068
3107,46,1249909224781602816
3111,46,1249895615737122816
3118,46,1249868894052986880
3119,46,1249868509997219840
3120,46,1249868046342201344
3122,46,1249864708980535297
3130,46,1249797651425628165
3131,46,1249789630100062208
3132,46,1249786892318580736
3144,46,1249748655915008000
3145,46,1249747862545563652
3147,46,1249744632830808065
3148,46,1249738830560858115
3150,46,1249737144161259521
3155,46,1249727663276724224
3158,46,1249721480407142403
3160,46,1249719422480195584
3164,46,1249715806839156740
3165,46,1249714258969079809
3167,46,1249704401234735105
3172,46,1249696079945310208
3174,46,1249693975725985792
3177,46,1249688443392790529
3179,46,1249686286513901573
3180,46,1249684501581778944
3184,46,1249677287269769216
3185,46,1249677171339276288
3187,46,1249675971088785408
3188,46,1249675745464631296
3190,46,1249674309053886464
3193,46,1249668627638484995
3195,46,1249659935136366592
3196,46,1249659545170989056
3197,46,1249655710411087872
3199,46,1249652380179861504
3202,46,1249630114297626627
3205,46,1249605204871438336
3206,46,1249604749768491008
3207,46,1249598845660479491
3209,46,1249597337229561856
3210,46,1249593761367240704
3211,46,1249589006888624128
3214,46,1249582284493271042
3217,46,1249571431836459009
3225,46,1249543066442240000
3227,46,1249540672928935938
3228,46,1249538411863535618
3232,46,1249525596855521280
3233,46,1249525430325063680
3234,46,1249524033206603781
3235,46,1249523741295620096
3238,46,1249522055088873473
3239,46,1249519738390294528
3243,46,1249515650390921216
3246,46,1249513531990372352
3247,46,1249509443709964288
3249,46,1249508496661450752
3250,46,1249508273293795328
3251,46,1249507066261180416
3254,46,1249504485388386305
3255,46,1249503917676924928
3257,46,1249501882109898752
3259,46,1249501153244655616
3261,46,1249498475345129475
3262,46,1249496276095258624
3263,46,1249494897054355456
3266,46,1249494230990536710
3267,46,1249494043047976961
3268,46,1249492029496844289
3279,46,1249484746779918342
3283,46,1249480390080946176
3284,46,1249479783664226304
3285,46,1249478248062427141
3286,46,1249477539178983427
3287,46,1249477532266700800
3290,46,1249473779362922496
3291,46,1249473151265898497
3296,46,1249462590067146753
3298,46,1249462028340731905
3299,46,1249461372619907073
3300,46,1249460868753940480
3301,46,1249460265944408064
3302,46,1249457020769579009
3303,46,1249456820600610819
3305,46,1249456303929319424
3306,46,1249456231317676032
3311,46,1249452715345760256
3312,46,1249451697379905537
3313,46,1249451681797922817
3314,46,1249450332381462528
3316,46,1249449826984644616
3319,46,1249447680083976192
3320,46,1249445603597221888
3322,46,1249445156727803904
3327,46,1249444061775368192
3328,46,1249443731998113792
3329,46,1249442983541264384
3330,46,1249442847016677376
3333,46,1249441810193223686
3336,46,1249440455286194179
3343,46,1249437989299683331
3347,46,1249436379915812865
3349,46,1249436298680680448
3350,46,1249436263956074497
3351,46,1249435682667245568
3355,46,1249433682781167616
3360,46,1249430889542479872
3362,46,1249430114141712384
3363,46,1249430044268773377
3367,46,1249428130110021641
3368,46,1249427943316533248
3369,46,1249427394684993536
3370,46,1249426385338277895
3371,46,1249425851734618113
3376,46,1249424121617932289
3377,46,1249423086257987584
3380,46,1249420476662730752
3381,46,1249420429376147456
3382,46,1249420171724206080
3383,46,1249420077340020736
3384,46,1249419282880045058
3385,46,1249418201961836544
3387,46,1249417141172002817
3388,46,1249417132275838977
3389,46,1249417064424464385
3390,46,1249416718151114755
3395,46,1249415943295401984
3397,46,1249415126576517124
3398,46,1249414352848986115
3401,46,1249413348703207425
3404,46,1249413196043235328
3405,46,1249412520957247488
3410,46,1249411224737021955
3414,46,1249410546463539200
3418,46,1249409985466990593
3421,46,1249408237394419712
3422,46,1249407628842762242
3423,46,1249407548798783488
3425,46,1249406837193084932
3426,46,1249406355091292161
3427,46,1249405972860284935
3429,46,1249405224697188358
3430,46,1249405103800496130
3432,46,1249404733548367877
3436,46,1249404101143621632
3437,46,1249403754228695044
3439,46,1249402927418150915
3440,46,1249402668197396480
3443,46,1249401629977145344
3445,46,1249401429728677888
3446,46,1249401237948125184
3447,46,1249400420025298944
3448,46,1249400379873337345
3454,46,1249398900521226240
3456,46,1249398808548708359
3458,46,1249397610311487489
3459,46,1249397378689519616
3461,46,1249397154491314177
3468,46,1249396159073804293
3469,46,1249396017478467588
3473,46,1249395388655730696
3481,46,1249394420803407872
3482,46,1249394250443190272
3484,46,1249393707243184140
3485,46,1249393436853067777
3487,46,1249392956093669379
3489,46,1249392297495715841
3490,46,1249392245893144576
3491,46,1249392220861616128
3492,46,1249392187055525895
3494,46,1249391918867525633
3495,46,1249391649840492544
3496,46,1249391559117660161
3497,46,1249391500909215746
3501,46,1249390865643999237
3502,46,1249390606322892806
3506,46,1249390041291460608
3508,46,1249389616248975367
3513,46,1249387408950509568
3518,46,1249386569066254340
3521,46,1249386022913409029
3526,46,1249385096760745990
3527,46,1249384927008784384
3528,46,1249384671571558402
3531,46,1249384282386239496
3532,46,1249384185950658560
3534,46,1249383915766366216
3535,46,1249383578690961408
3536,46,1249383177816117248
3537,46,1249383054302261248
3543,46,1249382098483294208
3544,46,1249381796623585282
3545,46,1249381526455771136
3549,46,1249380499786813442
3552,46,1249379739334139904
3553,46,1249379694073368578
3554,46,1249379665795362816
3558,46,1249379005482127360
3561,46,1249378262100443136
3563,46,1249377671743594497
3566,46,1249377102283096065
3568,46,1249376696983154688
3572,46,1249375554723131392
3577,46,1249375113549688836
3579,46,1249374860553453574
3580,46,1249374497754550274
3582,297,1255849149997645824
3583,297,1253249393735675904
3589,297,1246651673889538048
3590,297,1246648963769307138
3591,297,1246617151823171586
3592,297,1246579154331598850
3593,297,1246537245953273856
3594,297,1246535616809930752
3595,297,1246513047939821568
3596,297,1246498400138342401
3597,297,1246485685919346688
3598,297,1246333535075602434
3599,297,1246331782246662144
3600,297,1246300702567100418
3601,297,1246216661029421056
3602,297,1245779908229554176
3605,297,1245297240995794945
3606,297,1245275332728557570
3609,297,1244936174608822272
3610,297,1244915259208589312
3611,297,1244901956080078848
3614,297,1244633387773710336
3616,297,1244453154374074370
3617,297,1244205255019159552
3619,297,1244110417061982209
3622,297,1244007617850195968
3623,297,1244007383208202241
3624,297,1243974938857439233
3625,297,1243970346497323008
3628,297,1243942297839992833
3629,297,1243938919126835201
3630,297,1243936225032990725
3631,297,1243929387088490496
3632,297,1243914749395558401
3633,297,1243913400180146176
3636,297,1243890599884992513
3639,297,1243873366085455872
3640,297,1243872133626953728
3643,297,1243852177774444544
